MonNode,TimeSlot,UNITT,UNITS,COUNTER,FltMet1,FltMet2,Rat1,Rat2,Method,Year(4 digit),Year(2 digit),Month,Day of the Year,Day of the Month,Day of the Week,Time Hour,Time Minute,Time Seconds
\IRFORE,2021-2-12,NSE-Q,115740858,,-32.34-741.10,43,F,LIN_CNT2,"|327840733|"
\IRFORE,2021-2-13,NSE-Q,115740858,,-38.03-647.84,44,F,LIN_CNT2,"|340317197|"
\IRFORE,2021-2-14,NSE-Q,115740858,,-32.34-741.10,45,F,LIN_CNT2,"|327840733|"
\IRFORE,2021-2-15,NSE-Q,115740858,,-38.03-647.84,46,F,LIN_CNT2,"|340317197|"
\IRFORE,2021-2-16,NSE-Q,115740858,,-44.04-580.01,47,F,LIN_CNT2,"|352793660|"
\IRFORE,2021-2-17,NSE-Q,115740858,,-38.03-647.84,48,F,LIN_CNT2,"|340317197|"
\IRFORE,2021-2-18,NSE-Q,115740858,,-44.04-580.01,49,F,LIN_CNT2,"|352793660|"
\IRFORE,2021-2-19,NSE-Q,115740858,,-38.03-647.84,50,F,LIN_CNT2,"|340317197|"
\IRFORE,2021-2-20,NSE-Q,115740858,,-44.04-580.01,51,F,LIN_CNT2,"|352793660|"
\IRFORE,2021-2-21,NSE-Q,115740858,,-50.38-528.46,52,F,LIN_CNT2,"|365270123|"
\IRFORE,2021-2-22,NSE-Q,115740858,,-44.04-580.01,53,F,LIN_CNT2,"|352793660|"
\IRFORE,2021-2-23,NSE-Q,115740858,,-50.38-528.46,54,F,LIN_CNT2,"|365270123|"
\IRFORE,2021-2-24,NSE-Q,115740858,,-57.04-479.39,55,F,LIN_CNT2,"|377746586|"
\IRFORE,2021-2-25,NSE-Q,115740858,,-64.04-441.06,56,F,LIN_CNT2,"|390223050|"
\IRFORE,2021-2-26,NSE-Q,115740858,,-71.36-410.29,57,F,LIN_CNT2,"|402699513|"
\IRFORE,2021-2-27,NSE-Q,115740858,,-79.00-380.16,58,F,LIN_CNT2,"|415175976|"
\IRFORE,2021-2-28,NSE-Q,115740858,,-71.36-410.29,59,F,LIN_CNT2,"|402699513|"
\IRFORE,2021-3-1,NSE-Q,115740858,,-79.00-380.16,60,F,LIN_CNT2,"|415175976|"
\IRFORE,2021-3-2,NSE-Q,115740858,,-86.98-359.72,61,F,LIN_CNT2,"|427652439|"
\IRFORE,2021-3-3,NSE-Q,115740858,,-95.28-335.14,62,F,LIN_CNT2,"|440128903|"
\IRFORE,2021-3-4,NSE-Q,115740858,,-103.90-317.87,63,F,LIN_CNT2,"|452605366|"
\IRFORE,2021-3-5,NSE-Q,115740858,,-95.28-335.14,64,F,LIN_CNT2,"|440128903|"
\IRFORE,2021-3-6,NSE-Q,115740858,,-103.90-317.87,65,F,LIN_CNT2,"|452605366|"
\IRFORE,2021-3-7,NSE-Q,115740858,,-112.86-300.38,66,F,LIN_CNT2,"|465081829|"
\IRFORE,2021-3-8,NSE-Q,115740858,,-122.14-283.16,67,F,LIN_CNT2,"|477558292|"
\IRFORE,2021-3-9,NSE-Q,115740858,,-131.75-270.60,68,F,LIN_CNT2,"|490034756|"
\IRFORE,2021-3-10,NSE-Q,115740858,,-122.14-283.16,69,F,LIN_CNT2,"|477558292|"
\IRFORE,2021-3-11,NSE-Q,115740858,,-112.86-300.38,70,F,LIN_CNT2,"|465081829|"
\IRFORE,2021-3-12,NSE-Q,115740858,,-103.90-317.87,71,F,LIN_CNT2,"|452605366|"
\IRFORE,2021-3-13,NSE-Q,115740858,,-112.86-300.38,72,F,LIN_CNT2,"|465081829|"
\IRFORE,2021-3-14,NSE-Q,115740858,,-122.14-283.16,73,F,LIN_CNT2,"|477558292|"
\IRFORE,2021-3-15,NSE-Q,115740858,,-112.86-300.38,74,F,LIN_CNT2,"|465081829|"
\IRFORE,2021-3-16,NSE-Q,115740858,,-122.14-283.16,75,F,LIN_CNT2,"|477558292|"
\IRFORE,2021-3-17,NSE-Q,115740858,,-131.75-270.60,76,F,LIN_CNT2,"|490034756|"
\IRFORE,2021-3-18,NSE-Q,115740858,,-141.68-257.81,77,F,LIN_CNT2,"|502511219|"
\IRFORE,2021-3-19,NSE-Q,115740858,,-131.75-270.60,78,F,LIN_CNT2,"|490034756|"
\IRFORE,2021-3-20,NSE-Q,115740858,,-141.68-257.81,79,F,LIN_CNT2,"|502511219|"
\IRFORE,2021-3-21,NSE-Q,115740858,,-151.94-246.71,80,F,LIN_CNT2,"|514987682|"
\IRFORE,2021-3-22,NSE-Q,115740858,,-162.53-235.53,81,F,LIN_CNT2,"|527464145|"
\IRFORE,2021-3-23,NSE-Q,115740858,,-151.94-246.71,82,F,LIN_CNT2,"|514987682|"
\IRFORE,2021-3-24,NSE-Q,115740858,,-162.53-235.53,83,F,LIN_CNT2,"|527464145|"
\IRFORE,2021-3-25,NSE-Q,115740858,,-173.44-225.77,84,F,LIN_CNT2,"|539940609|"
\IRFORE,2021-3-26,NSE-Q,115740858,,-162.53-235.53,85,F,LIN_CNT2,"|527464145|"
\IRFORE,2021-3-27,NSE-Q,115740858,,-173.44-225.77,86,F,LIN_CNT2,"|539940609|"
\IRFORE,2021-3-28,NSE-Q,115740858,,-184.68-217.18,87,F,LIN_CNT2,"|552417072|"
\IRFORE,2021-3-29,NSE-Q,115740858,,-173.44-225.77,88,F,LIN_CNT2,"|539940609|"
\IRFORE,2021-3-30,NSE-Q,115740858,,-162.53-235.53,89,F,LIN_CNT2,"|527464145|"
\IRFORE,2021-3-31,NSE-Q,115740858,,-173.44-225.77,90,F,LIN_CNT2,"|539940609|"
\IRFORE,2021-4-1,NSE-Q,115740858,,-184.68-217.18,91,F,LIN_CNT2,"|552417072|"
\IRFORE,2021-4-2,NSE-Q,115740858,,-196.25-208.49,92,F,LIN_CNT2,"|564893535|"
\IRFORE,2021-4-3,NSE-Q,115740858,,-184.68-217.18,93,F,LIN_CNT2,"|552417072|"
\IRFORE,2021-4-4,NSE-Q,115740858,,-196.25-208.49,94,F,LIN_CNT2,"|564893535|"
\IRFORE,2021-4-5,NSE-Q,115740858,,-208.14-200.80,95,F,LIN_CNT2,"|577369998|"
\IRFORE,2021-4-6,NSE-Q,115740858,,-220.36-193.95,96,F,LIN_CNT2,"|589846462|"
\IRFORE,2021-4-7,NSE-Q,115740858,,-232.91-187.81,97,F,LIN_CNT2,"|602322925|"
\IRFORE,2021-4-8,NSE-Q,115740858,,-245.78-181.52,98,F,LIN_CNT2,"|614799388|"
\IRFORE,2021-4-9,NSE-Q,115740858,,-258.98-175.88,99,F,LIN_CNT2,"|627275851|"
\IRFORE,2021-4-10,NSE-Q,115740858,,-272.51-170.14,100,F,LIN_CNT2,"|639752315|"
\IRFORE,2021-4-11,NSE-Q,115740858,,-286.36-164.97,101,F,LIN_CNT2,"|652228778|"
\IRFORE,2021-4-12,NSE-Q,115740858,,-300.54-160.28,102,F,LIN_CNT2,"|664705241|"
\IRFORE,2021-4-13,NSE-Q,115740858,,-315.05-155.51,103,F,LIN_CNT2,"|677181704|"
\IRFORE,2021-4-14,NSE-Q,115740858,,-300.54-160.28,104,F,LIN_CNT2,"|664705241|"
\IRFORE,2021-4-15,NSE-Q,115740858,,-286.36-164.97,105,F,LIN_CNT2,"|652228778|"
\IRFORE,2021-4-16,NSE-Q,115740858,,-300.54-160.28,106,F,LIN_CNT2,"|664705241|"
\IRFORE,2021-4-17,NSE-Q,115740858,,-315.05-155.51,107,F,LIN_CNT2,"|677181704|"
\IRFORE,2021-4-18,NSE-Q,115740858,,-329.89-151.64,108,F,LIN_CNT2,"|689658168|"
\IRFORE,2021-4-19,NSE-Q,115740858,,-345.05-147.22,109,F,LIN_CNT2,"|702134631|"
\IRFORE,2021-4-20,NSE-Q,115740858,,-360.53-143.59,110,F,LIN_CNT2,"|714611094|"
\IRFORE,2021-4-21,NSE-Q,115740858,,-376.35-139.88,111,F,LIN_CNT2,"|727087557|"
\IRFORE,2021-4-22,NSE-Q,115740858,,-392.49-136.48,112,F,LIN_CNT2,"|739564021|"
\IRFORE,2021-4-23,NSE-Q,115740858,,-408.96-133.34,113,F,LIN_CNT2,"|752040484|"
\IRFORE,2021-4-24,NSE-Q,115740858,,-425.75-130.13,114,F,LIN_CNT2,"|764516947|"
\IRFORE,2021-4-25,NSE-Q,115740858,,-442.87-127.16,115,F,LIN_CNT2,"|776993410|"
\IRFORE,2021-4-26,NSE-Q,115740858,,-460.32-124.15,116,F,LIN_CNT2,"|789469874|"
\IRFORE,2021-4-27,NSE-Q,115740858,,-478.10-121.36,117,F,LIN_CNT2,"|801946337|"
\IRFORE,2021-4-28,NSE-Q,115740858,,-460.32-124.15,118,F,LIN_CNT2,"|789469874|"
\IRFORE,2021-4-29,NSE-Q,115740858,,-442.87-127.16,119,F,LIN_CNT2,"|776993410|"
\IRFORE,2021-4-30,NSE-Q,115740858,,-460.32-124.15,120,F,LIN_CNT2,"|789469874|"
\IRFORE,2021-5-1,NSE-Q,115740858,,-442.87-127.16,121,F,LIN_CNT2,"|776993410|"
\IRFORE,2021-5-2,NSE-Q,115740858,,-425.75-130.13,122,F,LIN_CNT2,"|764516947|"
\IRFORE,2021-5-3,NSE-Q,115740858,,-442.87-127.16,123,F,LIN_CNT2,"|776993410|"
\IRFORE,2021-5-4,NSE-Q,115740858,,-460.32-124.15,124,F,LIN_CNT2,"|789469874|"
\IRFORE,2021-5-5,NSE-Q,115740858,,-478.10-121.36,125,F,LIN_CNT2,"|801946337|"
\IRFORE,2021-5-6,NSE-Q,115740858,,-460.32-124.15,126,F,LIN_CNT2,"|789469874|"
\IRFORE,2021-5-7,NSE-Q,115740858,,-478.10-121.36,127,F,LIN_CNT2,"|801946337|"
\IRFORE,2021-5-8,NSE-Q,115740858,,-496.20-118.78,128,F,LIN_CNT2,"|814422800|"
\IRFORE,2021-5-9,NSE-Q,115740858,,-514.62-116.37,129,F,LIN_CNT2,"|826899263|"
\IRFORE,2021-5-10,NSE-Q,115740858,,-496.20-118.78,130,F,LIN_CNT2,"|814422800|"
\IRFORE,2021-5-11,NSE-Q,115740858,,-478.10-121.36,131,F,LIN_CNT2,"|801946337|"
\IRFORE,2021-5-12,NSE-Q,115740858,,-496.20-118.78,132,F,LIN_CNT2,"|814422800|"
\IRFORE,2021-5-13,NSE-Q,115740858,,-514.62-116.37,133,F,LIN_CNT2,"|826899263|"
\IRFORE,2021-5-14,NSE-Q,115740858,,-533.38-113.92,134,F,LIN_CNT2,"|839375727|"
\IRFORE,2021-5-15,NSE-Q,115740858,,-552.46-111.63,135,F,LIN_CNT2,"|851852190|"
\IRFORE,2021-5-16,NSE-Q,115740858,,-571.87-109.50,136,F,LIN_CNT2,"|864328653|"
\IRFORE,2021-5-17,NSE-Q,115740858,,-591.60-107.32,137,F,LIN_CNT2,"|876805116|"
\IRFORE,2021-5-18,NSE-Q,115740858,,-611.66-105.28,138,F,LIN_CNT2,"|889281580|"
\IRFORE,2021-5-19,NSE-Q,115740858,,-591.60-107.32,139,F,LIN_CNT2,"|876805116|"
\IRFORE,2021-5-20,NSE-Q,115740858,,-571.87-109.50,140,F,LIN_CNT2,"|864328653|"
\IRFORE,2021-5-21,NSE-Q,115740858,,-552.46-111.63,141,F,LIN_CNT2,"|851852190|"
\IRFORE,2021-5-22,NSE-Q,115740858,,-571.87-109.50,142,F,LIN_CNT2,"|864328653|"
\IRFORE,2021-5-23,NSE-Q,115740858,,-552.46-111.63,143,F,LIN_CNT2,"|851852190|"
\IRFORE,2021-5-24,NSE-Q,115740858,,-571.87-109.50,144,F,LIN_CNT2,"|864328653|"
\IRFORE,2021-5-25,NSE-Q,115740858,,-591.60-107.32,145,F,LIN_CNT2,"|876805116|"
\IRFORE,2021-5-26,NSE-Q,115740858,,-611.66-105.28,146,F,LIN_CNT2,"|889281580|"
\IRFORE,2021-5-27,NSE-Q,115740858,,-591.60-107.32,147,F,LIN_CNT2,"|876805116|"
\IRFORE,2021-5-28,NSE-Q,115740858,,-611.66-105.28,148,F,LIN_CNT2,"|889281580|"
\IRFORE,2021-5-29,NSE-Q,115740858,,-632.05-103.21,149,F,LIN_CNT2,"|901758043|"
\IRFORE,2021-5-30,NSE-Q,115740858,,-611.66-105.28,150,F,LIN_CNT2,"|889281580|"
\IRFORE,2021-5-31,NSE-Q,115740858,,-632.05-103.21,151,F,LIN_CNT2,"|901758043|"
\IRFORE,2021-6-1,NSE-Q,115740858,,-652.77-101.43,152,F,LIN_CNT2,"|914234506|"
\IRFORE,2021-6-2,NSE-Q,115740858,,-632.05-103.21,153,F,LIN_CNT2,"|901758043|"
\IRFORE,2021-6-3,NSE-Q,115740858,,-652.77-101.43,154,F,LIN_CNT2,"|914234506|"
\IRFORE,2021-6-4,NSE-Q,115740858,,-673.81-99.61,155,F,LIN_CNT2,"|926710969|"
\IRFORE,2021-6-5,NSE-Q,115740858,,-652.77-101.43,156,F,LIN_CNT2,"|914234506|"
\IRFORE,2021-6-6,NSE-Q,115740858,,-673.81-99.61,157,F,LIN_CNT2,"|926710969|"
\IRFORE,2021-6-7,NSE-Q,115740858,,-652.77-101.43,158,F,LIN_CNT2,"|914234506|"
\IRFORE,2021-6-8,NSE-Q,115740858,,-673.81-99.61,159,F,LIN_CNT2,"|926710969|"
\IRFORE,2021-6-9,NSE-Q,115740858,,-652.77-101.43,160,F,LIN_CNT2,"|914234506|"
\IRFORE,2021-6-10,NSE-Q,115740858,,-673.81-99.61,161,F,LIN_CNT2,"|926710969|"
\IRFORE,2021-6-11,NSE-Q,115740858,,-695.18-97.75,162,F,LIN_CNT2,"|939187433|"
\IRFORE,2021-6-12,NSE-Q,115740858,,-716.87-96.15,163,F,LIN_CNT2,"|951663896|"
\IRFORE,2021-6-13,NSE-Q,115740858,,-738.89-94.50,164,F,LIN_CNT2,"|964140359|"
\IRFORE,2021-6-14,NSE-Q,115740858,,-761.24-92.83,165,F,LIN_CNT2,"|976616822|"
\IRFORE,2021-6-15,NSE-Q,115740858,,-738.89-94.50,166,F,LIN_CNT2,"|964140359|"
\IRFORE,2021-6-16,NSE-Q,115740858,,-761.24-92.83,167,F,LIN_CNT2,"|976616822|"
\IRFORE,2021-6-17,NSE-Q,115740858,,-783.92-91.38,168,F,LIN_CNT2,"|989093286|"
\IRFORE,2021-6-18,NSE-Q,115740858,,-806.92-89.89,169,F,LIN_CNT2,"|1001569749|"
\IRFORE,2021-6-19,NSE-Q,115740858,,-830.25-88.38,170,F,LIN_CNT2,"|1014046212|"
\IRFORE,2021-6-20,NSE-Q,115740858,,-853.90-87.05,171,F,LIN_CNT2,"|1026522675|"
\IRFORE,2021-6-21,NSE-Q,115740858,,-877.88-85.70,172,F,LIN_CNT2,"|1038999139|"
\IRFORE,2021-6-22,NSE-Q,115740858,,-853.90-87.05,173,F,LIN_CNT2,"|1026522675|"
\IRFORE,2021-6-23,NSE-Q,115740858,,-830.25-88.38,174,F,LIN_CNT2,"|1014046212|"
\IRFORE,2021-6-24,NSE-Q,115740858,,-806.92-89.89,175,F,LIN_CNT2,"|1001569749|"
\IRFORE,2021-6-25,NSE-Q,115740858,,-783.92-91.38,176,F,LIN_CNT2,"|989093286|"
\IRFORE,2021-6-26,NSE-Q,115740858,,-806.92-89.89,177,F,LIN_CNT2,"|1001569749|"
\IRFORE,2021-6-27,NSE-Q,115740858,,-830.25-88.38,178,F,LIN_CNT2,"|1014046212|"
\IRFORE,2021-6-28,NSE-Q,115740858,,-853.90-87.05,179,F,LIN_CNT2,"|1026522675|"
\IRFORE,2021-6-29,NSE-Q,115740858,,-877.88-85.70,180,F,LIN_CNT2,"|1038999139|"
\IRFORE,2021-6-30,NSE-Q,115740858,,-902.19-84.33,181,F,LIN_CNT2,"|1051475602|"
\IRFORE,2021-7-1,NSE-Q,115740858,,-877.88-85.70,182,F,LIN_CNT2,"|1038999139|"
\IRFORE,2021-7-2,NSE-Q,115740858,,-902.19-84.33,183,F,LIN_CNT2,"|1051475602|"
\IRFORE,2021-7-3,NSE-Q,115740858,,-926.83-83.11,184,F,LIN_CNT2,"|1063952065|"
\IRFORE,2021-7-4,NSE-Q,115740858,,-951.79-81.88,185,F,LIN_CNT2,"|1076428528|"
\IRFORE,2021-7-5,NSE-Q,115740858,,-977.08-80.62,186,F,LIN_CNT2,"|1088904992|"
\IRFORE,2021-7-6,NSE-Q,115740858,,-1002.69-79.51,187,F,LIN_CNT2,"|1101381455|"
\IRFORE,2021-7-7,NSE-Q,115740858,,-1028.63-78.38,188,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-8,NSE-Q,115740858,,-1054.90-77.30,189,F,LIN_CNT2,"|1126334381|"
\IRFORE,2021-7-9,NSE-Q,115740858,,-1028.63-78.38,190,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-10,NSE-Q,115740858,,-1002.69-79.51,191,F,LIN_CNT2,"|1101381455|"
\IRFORE,2021-7-11,NSE-Q,115740858,,-1028.63-78.38,192,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-12,NSE-Q,115740858,,-1002.69-79.51,193,F,LIN_CNT2,"|1101381455|"
\IRFORE,2021-7-13,NSE-Q,115740858,,-1028.63-78.38,194,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-14,NSE-Q,115740858,,-1054.90-77.30,195,F,LIN_CNT2,"|1126334381|"
\IRFORE,2021-7-15,NSE-Q,115740858,,-1028.63-78.38,196,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-16,NSE-Q,115740858,,-1054.90-77.30,197,F,LIN_CNT2,"|1126334381|"
\IRFORE,2021-7-17,NSE-Q,115740858,,-1028.63-78.38,198,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-18,NSE-Q,115740858,,-1002.69-79.51,199,F,LIN_CNT2,"|1101381455|"
\IRFORE,2021-7-19,NSE-Q,115740858,,-977.08-80.62,200,F,LIN_CNT2,"|1088904992|"
\IRFORE,2021-7-20,NSE-Q,115740858,,-1002.69-79.51,201,F,LIN_CNT2,"|1101381455|"
\IRFORE,2021-7-21,NSE-Q,115740858,,-977.08-80.62,202,F,LIN_CNT2,"|1088904992|"
\IRFORE,2021-7-22,NSE-Q,115740858,,-1002.69-79.51,203,F,LIN_CNT2,"|1101381455|"
\IRFORE,2021-7-23,NSE-Q,115740858,,-1028.63-78.38,204,F,LIN_CNT2,"|1113857918|"
\IRFORE,2021-7-24,NSE-Q,115740858,,-1054.90-77.30,205,F,LIN_CNT2,"|1126334381|"
\IRFORE,2021-7-25,NSE-Q,115740858,,-1081.50-76.21,206,F,LIN_CNT2,"|1138810845|"
\IRFORE,2021-7-26,NSE-Q,115740858,,-1108.42-75.16,207,F,LIN_CNT2,"|1151287308|"
\IRFORE,2021-7-27,NSE-Q,115740858,,-1135.67-74.17,208,F,LIN_CNT2,"|1163763771|"
\IRFORE,2021-7-28,NSE-Q,115740858,,-1108.42-75.16,209,F,LIN_CNT2,"|1151287308|"
\IRFORE,2021-7-29,NSE-Q,115740858,,-1135.67-74.17,210,F,LIN_CNT2,"|1163763771|"
\IRFORE,2021-7-30,NSE-Q,115740858,,-1108.42-75.16,211,F,LIN_CNT2,"|1151287308|"
\IRFORE,2021-7-31,NSE-Q,115740858,,-1135.67-74.17,212,F,LIN_CNT2,"|1163763771|"
\IRFORE,2021-8-1,NSE-Q,115740858,,-1163.25-73.16,213,F,LIN_CNT2,"|1176240234|"
\IRFORE,2021-8-2,NSE-Q,115740858,,-1191.15-72.20,214,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-3,NSE-Q,115740858,,-1219.38-71.28,215,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-4,NSE-Q,115740858,,-1247.93-70.40,216,F,LIN_CNT2,"|1213669624|"
\IRFORE,2021-8-5,NSE-Q,115740858,,-1219.38-71.28,217,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-6,NSE-Q,115740858,,-1191.15-72.20,218,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-7,NSE-Q,115740858,,-1219.38-71.28,219,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-8,NSE-Q,115740858,,-1191.15-72.20,220,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-9,NSE-Q,115740858,,-1219.38-71.28,221,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-10,NSE-Q,115740858,,-1247.93-70.40,222,F,LIN_CNT2,"|1213669624|"
\IRFORE,2021-8-11,NSE-Q,115740858,,-1219.38-71.28,223,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-12,NSE-Q,115740858,,-1191.15-72.20,224,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-13,NSE-Q,115740858,,-1163.25-73.16,225,F,LIN_CNT2,"|1176240234|"
\IRFORE,2021-8-14,NSE-Q,115740858,,-1191.15-72.20,226,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-15,NSE-Q,115740858,,-1163.25-73.16,227,F,LIN_CNT2,"|1176240234|"
\IRFORE,2021-8-16,NSE-Q,115740858,,-1191.15-72.20,228,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-17,NSE-Q,115740858,,-1219.38-71.28,229,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-18,NSE-Q,115740858,,-1191.15-72.20,230,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-19,NSE-Q,115740858,,-1219.38-71.28,231,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-20,NSE-Q,115740858,,-1191.15-72.20,232,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-21,NSE-Q,115740858,,-1219.38-71.28,233,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-22,NSE-Q,115740858,,-1247.93-70.40,234,F,LIN_CNT2,"|1213669624|"
\IRFORE,2021-8-23,NSE-Q,115740858,,-1219.38-71.28,235,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-24,NSE-Q,115740858,,-1191.15-72.20,236,F,LIN_CNT2,"|1188716698|"
\IRFORE,2021-8-25,NSE-Q,115740858,,-1219.38-71.28,237,F,LIN_CNT2,"|1201193161|"
\IRFORE,2021-8-26,NSE-Q,115740858,,-1247.93-70.40,238,F,LIN_CNT2,"|1213669624|"
\IRFORE,2021-8-27,NSE-Q,115740858,,-1276.81-69.51,239,F,LIN_CNT2,"|1226146087|"
\IRFORE,2021-8-28,NSE-Q,115740858,,-1306.02-68.61,240,F,LIN_CNT2,"|1238622551|"
\IRFORE,2021-8-29,NSE-Q,115740858,,-1335.56-67.79,241,F,LIN_CNT2,"|1251099014|"
\IRFORE,2021-8-30,NSE-Q,115740858,,-1365.42-66.96,242,F,LIN_CNT2,"|1263575477|"
\IRFORE,2021-8-31,NSE-Q,115740858,,-1395.61-66.17,243,F,LIN_CNT2,"|1276051940|"
\IRFORE,2021-9-1,NSE-Q,115740858,,-1426.13-65.36,244,F,LIN_CNT2,"|1288528404|"
\IRFORE,2021-9-2,NSE-Q,115740858,,-1395.61-66.17,245,F,LIN_CNT2,"|1276051940|"
\IRFORE,2021-9-3,NSE-Q,115740858,,-1426.13-65.36,246,F,LIN_CNT2,"|1288528404|"
\IRFORE,2021-9-4,NSE-Q,115740858,,-1395.61-66.17,247,F,LIN_CNT2,"|1276051940|"
\IRFORE,2021-9-5,NSE-Q,115740858,,-1426.13-65.36,248,F,LIN_CNT2,"|1288528404|"
\IRFORE,2021-9-6,NSE-Q,115740858,,-1456.97-64.64,249,F,LIN_CNT2,"|1301004867|"
\IRFORE,2021-9-7,NSE-Q,115740858,,-1488.14-63.85,250,F,LIN_CNT2,"|1313481330|"
\IRFORE,2021-9-8,NSE-Q,115740858,,-1456.97-64.64,251,F,LIN_CNT2,"|1301004867|"
\IRFORE,2021-9-9,NSE-Q,115740858,,-1488.14-63.85,252,F,LIN_CNT2,"|1313481330|"
\IRFORE,2021-9-10,NSE-Q,115740858,,-1519.63-63.14,253,F,LIN_CNT2,"|1325957793|"
\IRFORE,2021-9-11,NSE-Q,115740858,,-1551.46-62.42,254,F,LIN_CNT2,"|1338434257|"
\IRFORE,2021-9-12,NSE-Q,115740858,,-1519.63-63.14,255,F,LIN_CNT2,"|1325957793|"
\IRFORE,2021-9-13,NSE-Q,115740858,,-1551.46-62.42,256,F,LIN_CNT2,"|1338434257|"
\IRFORE,2021-9-14,NSE-Q,115740858,,-1583.61-61.73,257,F,LIN_CNT2,"|1350910720|"
\IRFORE,2021-9-15,NSE-Q,115740858,,-1616.08-61.03,258,F,LIN_CNT2,"|1363387183|"
\IRFORE,2021-9-16,NSE-Q,115740858,,-1648.89-60.39,259,F,LIN_CNT2,"|1375863646|"
\IRFORE,2021-9-17,NSE-Q,115740858,,-1682.02-59.71,260,F,LIN_CNT2,"|1388340110|"
\IRFORE,2021-9-18,NSE-Q,115740858,,-1715.47-59.09,261,F,LIN_CNT2,"|1400816573|"
\IRFORE,2021-9-19,NSE-Q,115740858,,-1749.25-58.45,262,F,LIN_CNT2,"|1413293036|"
\IRFORE,2021-9-20,NSE-Q,115740858,,-1783.36-57.84,263,F,LIN_CNT2,"|1425769499|"
\IRFORE,2021-9-21,NSE-Q,115740858,,-1749.25-58.45,264,F,LIN_CNT2,"|1413293036|"
\IRFORE,2021-9-22,NSE-Q,115740858,,-1715.47-59.09,265,F,LIN_CNT2,"|1400816573|"
\IRFORE,2021-9-23,NSE-Q,115740858,,-1682.02-59.71,266,F,LIN_CNT2,"|1388340110|"
\IRFORE,2021-9-24,NSE-Q,115740858,,-1715.47-59.09,267,F,LIN_CNT2,"|1400816573|"
\IRFORE,2021-9-25,NSE-Q,115740858,,-1749.25-58.45,268,F,LIN_CNT2,"|1413293036|"
\IRFORE,2021-9-26,NSE-Q,115740858,,-1783.36-57.84,269,F,LIN_CNT2,"|1425769499|"
\IRFORE,2021-9-27,NSE-Q,115740858,,-1749.25-58.45,270,F,LIN_CNT2,"|1413293036|"
\IRFORE,2021-9-28,NSE-Q,115740858,,-1783.36-57.84,271,F,LIN_CNT2,"|1425769499|"
\IRFORE,2021-9-29,NSE-Q,115740858,,-1817.80-57.26,272,F,LIN_CNT2,"|1438245963|"
\IRFORE,2021-9-30,NSE-Q,115740858,,-1852.56-56.66,273,F,LIN_CNT2,"|1450722426|"
\IRFORE,2021-10-1,NSE-Q,115740858,,-1887.65-56.09,274,F,LIN_CNT2,"|1463198889|"
\IRFORE,2021-10-2,NSE-Q,115740858,,-1923.07-55.51,275,F,LIN_CNT2,"|1475675352|"
\IRFORE,2021-10-3,NSE-Q,115740858,,-1958.81-54.98,276,F,LIN_CNT2,"|1488151816|"
\IRFORE,2021-10-4,NSE-Q,115740858,,-1923.07-55.51,277,F,LIN_CNT2,"|1475675352|"
\IRFORE,2021-10-5,NSE-Q,115740858,,-1958.81-54.98,278,F,LIN_CNT2,"|1488151816|"
\IRFORE,2021-10-6,NSE-Q,115740858,,-1994.88-54.44,279,F,LIN_CNT2,"|1500628279|"
\IRFORE,2021-10-7,NSE-Q,115740858,,-2031.28-53.89,280,F,LIN_CNT2,"|1513104742|"
\IRFORE,2021-10-8,NSE-Q,115740858,,-2068.00-53.36,281,F,LIN_CNT2,"|1525581205|"
\IRFORE,2021-10-9,NSE-Q,115740858,,-2031.28-53.89,282,F,LIN_CNT2,"|1513104742|"
\IRFORE,2021-10-10,NSE-Q,115740858,,-2068.00-53.36,283,F,LIN_CNT2,"|1525581205|"
\IRFORE,2021-10-11,NSE-Q,115740858,,-2105.05-52.86,284,F,LIN_CNT2,"|1538057669|"
\IRFORE,2021-10-12,NSE-Q,115740858,,-2068.00-53.36,285,F,LIN_CNT2,"|1525581205|"
\IRFORE,2021-10-13,NSE-Q,115740858,,-2105.05-52.86,286,F,LIN_CNT2,"|1538057669|"
